,Rate,Ending_Date,Number_of_Wks,Spt/Week,Total_Spots,Total_Dollars,Length_in_Sec,AM,PM,10:00,10:30,11:00,11_AM,11_PM,11:30,11:35,12:00,12:05,12:30,12:35,1:00,1:05,1:30,1:35,2:00,3:00,3:30,4:00,4:30,4:59,5:00,5:30,6:00,6:30,7:00,7:30,7:58,8:00,8:30,9:00,9:30,Dark_Money,Liberal,Local,Renewable_Energy,Pro_Collective_Bargaining,Casino_Expansion,Anti_2nd_Detroit_Bridge,Homecare_in_State_Constitution,Romney_for_President,Govt_Emergency_Fund,McCormack_for_Supreme_Ct_D,Universal_Healthcare,Stabenow_for_Senate_D_I,In_Place,Percentage_of_Vote
611,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
612,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
613,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
614,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
615,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
616,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
617,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
618,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
619,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
620,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
621,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
622,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
623,600.0,30.0,1.0,1.0,1.0,600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
624,600.0,30.0,1.0,1.0,1.0,600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
625,600.0,30.0,1.0,1.0,1.0,600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
626,350.0,30.0,1.0,1.0,1.0,350.0,30.0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
627,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
628,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
629,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
630,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
631,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
632,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
633,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
634,500.0,30.0,1.0,1.0,1.0,500.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
635,500.0,30.0,1.0,1.0,1.0,500.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
636,500.0,30.0,1.0,1.0,1.0,500.0,30.0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
637,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
638,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
639,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
640,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
641,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
642,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
643,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
644,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
645,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
646,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
647,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
648,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
649,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
650,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
651,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
652,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
653,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
654,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
655,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
656,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
657,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
658,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
659,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
660,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
661,400.0,30.0,1.0,1.0,1.0,400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
662,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
663,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
664,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
665,1200.0,30.0,1.0,1.0,1.0,1200.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
666,1200.0,30.0,1.0,1.0,1.0,1200.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
667,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
668,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
669,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
670,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
671,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
672,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
673,300.0,30.0,1.0,1.0,1.0,300.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
674,2400.0,30.0,1.0,1.0,1.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
675,2400.0,30.0,1.0,1.0,1.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
676,2400.0,30.0,1.0,1.0,1.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
677,2400.0,30.0,1.0,1.0,1.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
678,2400.0,30.0,1.0,1.0,1.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
679,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
680,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
681,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
682,3000.0,30.0,1.0,1.0,1.0,3000.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
683,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
684,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
685,900.0,30.0,1.0,1.0,1.0,900.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
686,3000.0,30.0,1.0,1.0,1.0,3000.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
687,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
688,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
689,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
690,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
691,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
692,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
693,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
694,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
695,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
696,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
697,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
698,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
699,60.0,30.0,1.0,1.0,1.0,60.0,30.0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
700,60.0,30.0,1.0,1.0,1.0,60.0,30.0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
701,60.0,30.0,1.0,1.0,1.0,60.0,30.0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
702,60.0,30.0,1.0,1.0,1.0,60.0,30.0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
703,60.0,30.0,1.0,1.0,1.0,60.0,30.0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
704,150.0,30.0,1.0,1.0,1.0,150.0,30.0,1,1,0,0,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
705,150.0,30.0,1.0,1.0,1.0,150.0,30.0,1,1,0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300,0,0,0,0,0,0,0,0,0,0,38.0
706,250.0,30.0,1.0,0.0,0.0,0.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,-300,0,0,0,0,0,0,0,0,0,0,38.0
707,250.0,30.0,1.0,0.0,0.0,0.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,-300,0,0,0,0,0,0,0,0,0,0,38.0
708,250.0,30.0,1.0,0.0,0.0,0.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,300.0,-300,0,0,0,0,0,0,0,0,0,0,38.0
