,Rate,Ending_Date,Number_of_Wks,Spt/Week,Total_Spots,Total_Dollars,Length_in_Sec,AM,PM,10:00,10:30,11:00,11_AM,11_PM,11:30,11:35,12:00,12:05,12:30,12:35,1:00,1:05,1:30,1:35,2:00,3:00,3:30,4:00,4:30,4:59,5:00,5:30,6:00,6:30,7:00,7:30,7:58,8:00,8:30,9:00,9:30,Dark_Money,Liberal,Local,Renewable_Energy,Pro_Collective_Bargaining,Casino_Expansion,Anti_2nd_Detroit_Bridge,Homecare_in_State_Constitution,Romney_for_President,Govt_Emergency_Fund,McCormack_for_Supreme_Ct_D,Universal_Healthcare,Stabenow_for_Senate_D_I,In_Place,Percentage_of_Vote
0,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
1,1600.0,30.0,1.0,1.0,1.0,1600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
2,7000.0,30.0,1.0,1.0,1.0,7000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
3,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
4,1600.0,30.0,1.0,1.0,1.0,1600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
5,7000.0,30.0,1.0,1.0,1.0,7000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
6,10000.0,30.0,1.0,1.0,1.0,10000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
7,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
8,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
9,5000.0,30.0,1.0,1.0,1.0,5000.0,30.0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
10,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
11,1600.0,30.0,1.0,1.0,1.0,1600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
12,7000.0,30.0,1.0,1.0,1.0,7000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
13,1600.0,30.0,1.0,1.0,1.0,1600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,-300,0,0,0,23.5
0,10000.0,30.0,1.0,1.0,1.0,10000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,0,-300,0,0,51.1
1,10000.0,30.0,1.0,1.0,1.0,10000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,0,-300,0,0,51.1
2,10000.0,30.0,1.0,1.0,1.0,10000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,0,-300,0,0,51.1
3,10000.0,30.0,1.0,1.0,1.0,10000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,300,0.0,0.0,0,0,0,0,0,0,0,0,-300,0,0,51.1
0,600.0,30.0,1.0,2.0,2.0,1200.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
1,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
2,1850.0,30.0,1.0,3.0,3.0,5550.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
3,1850.0,30.0,1.0,1.0,1.0,1850.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
4,2500.0,30.0,1.0,3.0,3.0,7500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
5,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
6,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
7,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
8,1500.0,30.0,1.0,0.0,0.0,0.0,30.0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
9,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,1,0,0,1,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
10,1000.0,30.0,1.0,0.0,0.0,0.0,30.0,1,0,0,1,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
11,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
12,2500.0,30.0,1.0,0.0,0.0,0.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
13,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
14,300.0,30.0,1.0,2.0,2.0,600.0,30.0,1,1,0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
15,300.0,30.0,1.0,1.0,1.0,300.0,30.0,1,1,0,0,0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
16,5000.0,30.0,1.0,1.0,1.0,5000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
17,4000.0,30.0,1.0,0.0,0.0,0.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
18,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
19,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
20,600.0,30.0,1.0,2.0,2.0,1200.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
21,1850.0,30.0,1.0,1.0,1.0,1850.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
22,2500.0,30.0,1.0,2.0,2.0,5000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
23,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
24,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
25,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
26,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,0,0,1,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
27,500.0,30.0,1.0,1.0,1.0,500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,300.0,0,0,0,0,0,0,300,0,0,0,0,47.0
0,1500.0,30.0,1.0,2.0,2.0,3000.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
1,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
2,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
3,400.0,30.0,1.0,5.0,5.0,2000.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
4,400.0,30.0,1.0,5.0,5.0,2000.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
5,1000.0,30.0,1.0,4.0,4.0,4000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
6,600.0,30.0,1.0,4.0,4.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
7,1000.0,30.0,1.0,4.0,4.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
8,1000.0,30.0,1.0,5.0,5.0,5000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
9,1500.0,30.0,1.0,5.0,5.0,7500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
10,2500.0,30.0,1.0,5.0,5.0,12500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
11,2500.0,30.0,1.0,5.0,5.0,12500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
12,1500.0,30.0,1.0,5.0,5.0,7500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
13,5000.0,30.0,1.0,1.0,1.0,5000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
14,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
15,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
16,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
17,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
18,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
19,400.0,30.0,1.0,1.0,1.0,400.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
20,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
21,600.0,30.0,1.0,1.0,1.0,600.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
22,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
23,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
24,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
25,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
26,2500.0,30.0,1.0,1.0,1.0,2500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
27,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
28,400.0,30.0,1.0,4.0,4.0,1600.0,30.0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
29,3000.0,30.0,1.0,2.0,2.0,6000.0,30.0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
30,600.0,30.0,1.0,4.0,4.0,2400.0,30.0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
31,1500.0,30.0,1.0,3.0,3.0,4500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
32,400.0,30.0,1.0,3.0,3.0,1200.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
33,400.0,30.0,1.0,3.0,3.0,1200.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
34,2000.0,30.0,1.0,3.0,3.0,6000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
35,3500.0,30.0,1.0,3.0,3.0,10500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
36,4000.0,30.0,1.0,2.0,2.0,8000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
37,4000.0,30.0,1.0,2.0,2.0,8000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
38,2500.0,30.0,1.0,2.0,2.0,5000.0,30.0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
39,250.0,30.0,1.0,1.0,1.0,250.0,30.0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
40,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
41,2000.0,30.0,1.0,1.0,1.0,2000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
42,1500.0,30.0,1.0,1.0,1.0,1500.0,30.0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
43,1000.0,30.0,1.0,1.0,1.0,1000.0,30.0,1,0,0,1,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
44,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
45,3500.0,30.0,1.0,1.0,1.0,3500.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
46,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
47,4000.0,30.0,1.0,1.0,1.0,4000.0,30.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
48,400.0,30.0,1.0,4.0,4.0,1600.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
49,450.0,30.0,1.0,4.0,4.0,1800.0,30.0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
50,4000.0,30.0,1.0,2.0,2.0,8000.0,30.0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,300,0,0,0,0,0,47.2
